blueprintTypeID,activity,time
27785,3,10500
27787,1,72000
27787,0,90000
27787,2,31500
27787,3,31500
27789,1,48000
27789,0,60000
27789,2,21000
27789,3,21000
27791,1,24000
27791,0,30000
27791,2,10500
27791,3,10500
27807,1,9600
27807,0,12000
27807,2,4200
27807,3,4200
27808,1,9600
27808,0,12000
27808,2,4200
27808,3,4200
27809,1,7200
27809,0,9000
27809,2,3150
27809,3,3150
27810,1,7200
27810,0,9000
27810,2,3150
27810,3,3150
27811,1,4800
27811,0,6000
27811,2,2100
27811,3,2100
27812,1,4800
27812,0,6000
27812,2,2100
27812,3,2100
27813,1,4800
27813,0,6000
27813,2,2100
27813,3,2100
27814,1,4800
27814,0,6000
27814,2,2100
27814,3,2100
27815,1,7200
27815,0,9000
27815,2,3150
27815,3,3150
27816,1,7200
27816,0,9000
27816,2,3150
27816,3,3150
27817,1,9600
27817,0,12000
27817,2,4200
27817,3,4200
27818,1,9600
27818,0,12000
27818,2,4200
27818,3,4200
27819,1,9600
27819,0,12000
27819,2,4200
27819,3,4200
27820,1,9600
27820,0,12000
27820,2,4200
27820,3,4200
27821,1,7200
27821,0,9000
27821,2,3150
27821,3,3150
27822,1,7200
27822,0,9000
27822,2,3150
27822,3,3150
27823,1,4800
27823,0,6000
27823,2,2100
27823,3,2100
27824,1,4800
27824,0,6000
27824,2,2100
27824,3,2100
27825,1,9600
27825,0,12000
27825,2,4200
27825,3,4200
27826,1,9600
27826,0,12000
27826,2,4200
27826,3,4200
27827,1,7200
27827,0,9000
27827,2,3150
27827,3,3150
27828,1,7200
27828,0,9000
27828,2,3150
27828,3,3150
27829,1,4800
27829,0,6000
27829,2,2100
27829,3,2100
27830,1,4800
27830,0,6000
27830,2,2100
27830,3,2100
27831,1,9600
27831,0,12000
27831,2,4200
27831,3,4200
27832,1,9600
27832,0,12000
27832,2,4200
27832,3,4200
27833,1,7200
27833,0,9000
27833,2,3150
27833,3,3150
27834,1,4800
27834,0,6000
27834,2,2100
27834,3,2100
27835,1,7200
27835,0,9000
27835,2,3150
27835,3,3150
27836,1,4800
27836,0,6000
27836,2,2100
27836,3,2100
27837,1,4800
27837,0,6000
27837,2,2100
27837,3,2100
27838,1,7200
27838,0,9000
27838,2,3150
27838,3,3150
27839,1,9600
27839,0,12000
27839,2,4200
27839,3,4200
27840,1,9600
27840,0,12000
27840,2,4200
27840,3,4200
27841,1,7200
27841,0,9000
27841,2,3150
27841,3,3150
27842,1,4800
27842,0,6000
27842,2,2100
27842,3,2100
27843,1,9600
27843,0,12000
27843,2,4200
27843,3,4200
27844,1,7200
27844,0,9000
27844,2,3150
27844,3,3150
27845,1,4800
27845,0,6000
27845,2,2100
27845,3,2100
27846,1,4800
27846,0,6000
27846,2,2100
27846,3,2100
27847,1,7200
27847,0,9000
27847,2,3150
27847,3,3150
27848,1,9600
27848,0,12000
27848,2,4200
27848,3,4200
27849,1,9600
27849,0,12000
27849,2,4200
27849,3,4200
27850,1,9600
27850,0,12000
27850,2,4200
27850,3,4200
27851,1,7200
27851,0,9000
27851,2,3150
27851,3,3150
27852,1,7200
27852,0,9000
27852,2,3150
27852,3,3150
27853,1,4800
27853,0,6000
27853,2,2100
27853,3,2100
27854,1,4800
27854,0,6000
27854,2,2100
27854,3,2100
27859,1,9600
27859,0,12000
27859,2,4200
27859,3,4200
27860,1,9600
27860,0,12000
27860,2,4200
27860,3,4200
27861,1,9600
27861,0,12000
27861,2,4200
27861,3,4200
27862,1,9600
27862,0,12000
27862,2,4200
27862,3,4200
27863,1,9600
27863,0,12000
27863,2,4200
27863,3,4200
27864,1,9600
27864,0,12000
27864,2,4200
27864,3,4200
27865,1,9600
27865,0,12000
27865,2,4200
27865,3,4200
27866,1,9600
27866,0,12000
27866,2,4200
27866,3,4200
27867,1,9600
27867,0,12000
27867,2,4200
27867,3,4200
27868,1,9600
27868,0,12000
27868,2,4200
27868,3,4200
27869,1,9600
27869,0,12000
27869,2,4200
27869,3,4200
27870,1,9600
27870,0,12000
27870,2,4200
27870,3,4200
27871,1,9600
27871,0,12000
27871,2,4200
27871,3,4200
27872,1,9600
27872,0,12000
27872,2,4200
27872,3,4200
27873,1,9600
27873,0,12000
27873,2,4200
27873,3,4200
27874,1,9600
27874,0,12000
27874,2,4200
27874,3,4200
27875,1,9600
27875,0,12000
27875,2,4200
27875,3,4200
27876,1,9600
27876,0,12000
27876,2,4200
27876,3,4200
27877,1,9600
27877,0,12000
27877,2,4200
27877,3,4200
27878,1,9600
27878,0,12000
27878,2,4200
27878,3,4200
27905,1,2160
27905,4,51000
27905,0,2700
27905,2,945
27905,3,945
27913,1,480
27913,0,600
27913,2,210
27913,3,210
27915,1,2880
27915,4,29400
27915,0,3600
27915,2,1260
27915,3,1260
27917,1,480
27917,0,600
27917,2,210
27917,3,210
27919,1,480
27919,0,600
27919,2,210
27919,3,210
27921,1,480
27921,0,600
27921,2,210
27921,3,210
27923,1,480
27923,0,600
27923,2,210
27923,3,210
27925,1,480
27925,0,600
27925,2,210
27925,3,210
27931,1,1440
27931,4,30900
27931,0,1800
27931,2,630
27931,3,630
27933,1,720
27933,4,13800
27933,0,900
27933,2,315
27933,3,315
27935,1,28800
27935,4,72000
27935,0,36000
27935,2,12600
27935,3,12600
27938,1,48000
27938,2,21000
27938,3,21000
27940,1,48000
27940,2,21000
27940,3,21000
27942,1,48000
27942,2,21000
27942,3,21000
27944,1,9600
27944,0,12000
27944,2,4200
27944,3,4200
27945,1,9600
27945,0,12000
27945,2,4200
27945,3,4200
27946,1,9600
27946,0,12000
27946,2,4200
27946,3,4200
27947,1,9600
27947,0,12000
27947,2,4200
27947,3,4200
27948,1,9600
27948,0,12000
27948,2,4200
27948,3,4200
27949,1,9600
27949,0,12000
27949,2,4200
27949,3,4200
27952,1,43200
27952,4,1021800
27952,0,54000
27952,2,18900
27952,3,18900
27958,1,96000
27958,2,42000
27958,3,42000
27960,1,144000
27960,2,63000
27960,3,63000
27962,1,48000
27962,2,21000
27962,3,21000
27964,1,96000
27964,2,42000
27964,3,42000
27966,1,144000
27966,2,63000
27966,3,63000
27968,1,96000
27968,2,42000
27968,3,42000
27970,1,144000
27970,2,63000
27970,3,63000
27972,1,96000
27972,2,42000
27972,3,42000
27974,1,144000
27974,2,63000
27974,3,63000
27976,1,96000
27976,2,42000
27976,3,42000
27978,1,144000
27978,2,63000
27978,3,63000
27980,1,96000
27980,2,42000
27980,3,42000
27982,1,144000
27982,2,63000
27982,3,63000
27984,1,48000
27984,2,21000
27984,3,21000
27986,1,48000
27986,2,21000
27986,3,21000
27988,1,48000
27988,2,21000
27988,3,21000
27990,1,96000
27990,2,42000
27990,3,42000
27992,1,144000
27992,2,63000
27992,3,63000
27994,1,48000
27994,2,21000
27994,3,21000
27996,1,96000
27996,2,42000
27996,3,42000
27998,1,144000
27998,2,63000
27998,3,63000
28000,1,48000
28000,2,21000
28000,3,21000
28002,1,96000
28002,2,42000
28002,3,42000
28004,1,144000
28004,2,63000
28004,3,63000
28006,1,48000
28006,2,21000
28006,3,21000
28008,1,96000
28008,2,42000
28008,3,42000
28010,1,144000
28010,2,63000
28010,3,63000
28012,1,48000
28012,2,21000
28012,3,21000
28014,1,96000
28014,2,42000
28014,3,42000
28016,1,144000
28016,2,63000
28016,3,63000
28018,1,48000
28018,2,21000
28018,3,21000
28020,1,96000
28020,2,42000
28020,3,42000
28022,1,144000
28022,2,63000
28022,3,63000
28024,1,48000
28024,2,21000
28024,3,21000
28026,1,96000
28026,2,42000
28026,3,42000
28028,1,144000
28028,2,63000
28028,3,63000
28030,1,48000
28030,2,21000
28030,3,21000
28032,1,96000
28032,2,42000
28032,3,42000
28034,1,144000
28034,2,63000
28034,3,63000
28036,1,48000
28036,2,21000
28036,3,21000
28038,1,96000
28038,2,42000
28038,3,42000
28040,1,144000
28040,2,63000
28040,3,63000
28042,1,48000
28042,2,21000
28042,3,21000
28044,1,96000
28044,2,42000
28044,3,42000
28046,1,144000
28046,2,63000
28046,3,63000
28048,1,48000
28048,2,21000
28048,3,21000
28050,1,96000
28050,2,42000
28050,3,42000
28052,1,144000
28052,2,63000
28052,3,63000
28054,1,48000
28054,2,21000
28054,3,21000
28056,1,96000
28056,2,42000
28056,3,42000
28058,1,144000
28058,2,63000
28058,3,63000
28060,1,48000
28060,2,21000
28060,3,21000
28062,1,96000
28062,2,42000
28062,3,42000
28064,1,144000
28064,2,63000
28064,3,63000
28198,1,3600
28198,0,4500
28198,2,1575
28198,3,1575
28200,1,3600
28200,0,4500
28200,2,1575
28200,3,1575
28202,1,1200
28202,0,1500
28202,2,525
28202,3,525
28204,1,1200
28204,0,1500
28204,2,525
28204,3,525
28206,1,2400
28206,0,3000
28206,2,1050
28206,3,1050
28208,1,2400
28208,0,3000
28208,2,1050
28208,3,1050
28210,1,3600
28210,0,4500
28210,2,1575
28210,3,1575
28212,1,3600
28212,0,4500
28212,2,1575
28212,3,1575
28214,1,3600
28214,0,4500
28214,2,1575
28214,3,1575
28216,1,3600
28216,0,4500
28216,2,1575
28216,3,1575
28263,1,240
28263,0,300
28263,2,105
28263,3,105
28265,1,240
28265,0,300
28265,2,105
28265,3,105
28267,1,720
28267,0,900
28267,2,315
28267,3,315
28269,1,720
28269,0,900
28269,2,315
28269,3,315
28271,1,480
28271,0,600
28271,2,210
28271,3,210
28273,1,480
28273,0,600
28273,2,210
28273,3,210
28275,1,240
28275,0,300
28275,2,105
28275,3,105
28277,1,240
28277,0,300
28277,2,105
28277,3,105
28279,1,240
28279,0,300
28279,2,105
28279,3,105
28281,1,240
28281,0,300
28281,2,105
28281,3,105
28283,1,480
28283,0,600
28283,2,210
28283,3,210
28285,1,480
28285,0,600
28285,2,210
28285,3,210
28287,1,720
28287,0,900
28287,2,315
28287,3,315
28289,1,720
28289,0,900
28289,2,315
28289,3,315
28291,1,720
28291,0,900
28291,2,315
28291,3,315
28293,1,720
28293,0,900
28293,2,315
28293,3,315
28295,1,480
28295,0,600
28295,2,210
28295,3,210
28297,1,480
28297,0,600
28297,2,210
28297,3,210
28299,1,480
28299,0,600
28299,2,210
28299,3,210
28301,1,480
28301,0,600
28301,2,210
28301,3,210
28303,1,240
28303,0,300
28303,2,105
28303,3,105
28305,1,240
28305,0,300
28305,2,105
28305,3,105
28307,1,720
28307,0,900
28307,2,315
28307,3,315
28309,1,720
28309,0,900
28309,2,315
28309,3,315
28325,1,720
28325,0,900
28325,2,315
28325,3,315
28327,1,480
28327,0,600
28327,2,210
28327,3,210
28329,1,240
28329,0,300
28329,2,105
28329,3,105
28331,1,960
28331,0,1200
28331,2,420
28331,3,420
28333,1,720
28333,0,900
28333,2,315
28333,3,315
28335,1,480
28335,0,600
28335,2,210
28335,3,210
28337,1,240
28337,0,300
28337,2,105
28337,3,105
28339,1,960
28339,0,1200
28339,2,420
28339,3,420
28353,1,1600000
28353,0,2000000
28353,2,28000
28353,3,28000
28368,1,480
28368,0,600
28368,2,210
28368,3,210
28376,1,1440
28376,0,1800
28376,2,630
28376,3,630
28378,1,1440
28378,0,1800
28378,2,630
28378,3,630
28380,1,1440
28380,0,1800
28380,2,630
28380,3,630
28382,1,1440
28382,0,1800
28382,2,630
28382,3,630
28384,1,1440
28384,0,1800
28384,2,630
28384,3,630
28386,1,480
28386,0,600
28386,2,210
28386,3,210
28448,1,480
28448,0,600
28448,2,210
28448,3,210
28449,1,480
28449,0,600
28449,2,210
28449,3,210
28450,1,480
28450,0,600
28450,2,210
28450,3,210
28451,1,480
28451,0,600
28451,2,210
28451,3,210
28452,1,480
28452,0,600
28452,2,210
28452,3,210
28453,1,480
28453,0,600
28453,2,210
28453,3,210
28454,1,480
28454,0,600
28454,2,210
28454,3,210
28455,1,480
28455,0,600
28455,2,210
28455,3,210
28456,1,480
28456,0,600
28456,2,210
28456,3,210
28457,1,480
28457,0,600
28457,2,210
28457,3,210
28458,1,480
28458,0,600
28458,2,210
28458,3,210
28459,1,480
28459,0,600
28459,2,210
28459,3,210
28460,1,480
28460,0,600
28460,2,210
28460,3,210
28461,1,480
28461,0,600
28461,2,210
28461,3,210
28462,1,480
28462,0,600
28462,2,210
28462,3,210
28463,1,480
28463,0,600
28463,2,210
28463,3,210
28464,1,480
28464,0,600
28464,2,210
28464,3,210
28465,1,480
28465,0,600
28465,2,210
28465,3,210
28466,1,480
28466,0,600
28466,2,210
28466,3,210
28467,1,480
28467,0,600
28467,2,210
28467,3,210
28468,1,480
28468,0,600
28468,2,210
28468,3,210
28469,1,480
28469,0,600
28469,2,210
28469,3,210
28470,1,480
28470,0,600
28470,2,210
28470,3,210
28471,1,480
28471,0,600
28471,2,210
28471,3,210
28472,1,480
28472,0,600
28472,2,210
28472,3,210
28473,1,480
28473,0,600
28473,2,210
28473,3,210
28474,1,480
28474,0,600
28474,2,210
28474,3,210
28475,1,480
28475,0,600
28475,2,210
28475,3,210
28476,1,480
28476,0,600
28476,2,210
28476,3,210
28477,1,480
28477,0,600
28477,2,210
28477,3,210
28478,1,480
28478,0,600
28478,2,210
28478,3,210
28479,1,480
28479,0,600
28479,2,210
28479,3,210
28480,1,480
28480,0,600
28480,2,210
28480,3,210
28481,1,480
28481,0,600
28481,2,210
28481,3,210
28482,1,480
28482,0,600
28482,2,210
28482,3,210
28483,1,480
28483,0,600
28483,2,210
28483,3,210
28484,1,480
28484,0,600
28484,2,210
28484,3,210
28485,1,480
28485,0,600
28485,2,210
28485,3,210
28486,1,480
28486,0,600
28486,2,210
28486,3,210
28487,1,480
28487,0,600
28487,2,210
28487,3,210
28488,1,480
28488,0,600
28488,2,210
28488,3,210
28489,1,480
28489,0,600
28489,2,210
28489,3,210
28490,1,480
28490,0,600
28490,2,210
28490,3,210
28491,1,480
28491,0,600
28491,2,210
28491,3,210
28492,1,480
28492,0,600
28492,2,210
28492,3,210
28493,1,480
28493,0,600
28493,2,210
28493,3,210
28494,1,480
28494,0,600
28494,2,210
28494,3,210
28495,1,480
28495,0,600
28495,2,210
28495,3,210
28496,1,480
28496,0,600
28496,2,210
28496,3,210
28497,1,480
28497,0,600
28497,2,210
28497,3,210
28498,1,480
28498,0,600
28498,2,210
28498,3,210
28499,1,480
28499,0,600
28499,2,210
28499,3,210
28500,1,480
28500,0,600
28500,2,210
28500,3,210
28501,1,480
28501,0,600
28501,2,210
28501,3,210
28502,1,480
28502,0,600
28502,2,210
28502,3,210
28503,1,480
28503,0,600
28503,2,210
28503,3,210
28504,1,480
28504,0,600
28504,2,210
28504,3,210
28505,1,480
28505,0,600
28505,2,210
28505,3,210
28512,1,720
28512,0,900
28512,2,315
28512,3,315
28515,1,1440
28515,0,1800
28515,2,630
28515,3,630
28517,1,1440
28517,0,1800
28517,2,630
28517,3,630
28519,1,1440
28519,0,1800
28519,2,630
28519,3,630
28521,1,720
28521,0,900
28521,2,315
28521,3,315
28523,1,720
28523,0,900
28523,2,315
28523,3,315
28525,1,720
28525,0,900
28525,2,315
28525,3,315
28527,1,720
28527,0,900
28527,2,315
28527,3,315
28529,1,720
28529,0,900
28529,2,315
28529,3,315
28531,1,1440
28531,0,1800
28531,2,630
28531,3,630
28533,1,720
28533,0,900
28533,2,315
28533,3,315
28535,1,720
28535,0,900
28535,2,315
28535,3,315
28537,1,720
28537,0,900
28537,2,315
28537,3,315
28539,1,720
28539,0,900
28539,2,315
28539,3,315
28541,1,720
28541,0,900
28541,2,315
28541,3,315
28543,1,720
28543,0,900
28543,2,315
28543,3,315
28546,1,2160
28546,0,2700
28546,2,945
28546,3,945
28548,1,720
28548,0,900
28548,2,315
28548,3,315
28551,1,1440
28551,0,1800
28551,2,630
28551,3,630
28553,1,720
28553,0,900
28553,2,315
28553,3,315
28555,1,720
28555,0,900
28555,2,315
28555,3,315
28558,1,720
28558,0,900
28558,2,315
28558,3,315
28560,1,720
28560,0,900
28560,2,315
28560,3,315
28562,1,720
28562,0,900
28562,2,315
28562,3,315
28564,1,720
28564,0,900
28564,2,315
28564,3,315
28566,1,1440
28566,0,1800
28566,2,630
28566,3,630
28577,1,1872
28577,0,2340
28577,2,819
28577,3,819
28579,1,1872
28579,0,2340
28579,2,819
28579,3,819
28584,1,43200
28584,4,1021800
28584,0,54000
28584,2,18900
28584,3,18900
28605,1,14400
28605,0,18000
28605,2,6300
28605,3,6300
28607,1,1200000
28607,0,1500000
28607,2,21000
28607,3,21000
28613,1,240
28613,0,300
28613,2,105
28613,3,105
28647,1,2880
28647,0,3600
28647,2,1260
28647,3,1260
28651,1,240
28651,0,300
28651,2,105
28651,3,105
28653,1,2880
28653,0,3600
28653,2,1260
28653,3,1260
28655,1,2880
28655,4,68100
28655,0,3600
28655,2,1260
28655,3,1260
28660,1,288000
28660,0,360000
28660,2,126000
28660,3,126000
28662,1,288000
28662,0,360000
28662,2,126000
28662,3,126000
28666,1,288000
28666,0,360000
28666,2,126000
28666,3,126000
28671,1,240
28671,0,300
28671,2,105
28671,3,105
28673,1,240
28673,0,300
28673,2,105
28673,3,105
28675,1,240
28675,0,300
28675,2,105
28675,3,105
28677,1,240
28677,0,300
28677,2,105
28677,3,105
28679,1,240
28679,0,300
28679,2,105
28679,3,105
28681,1,240
28681,0,300
28681,2,105
28681,3,105
28683,1,240
28683,0,300
28683,2,105
28683,3,105
28685,1,240
28685,0,300
28685,2,105
28685,3,105
28711,1,288000
28711,0,360000
28711,2,126000
28711,3,126000
28730,1,1440
28730,0,1800
28730,2,630
28730,3,630
28732,1,1440
28732,0,1800
28732,2,630
28732,3,630
28734,1,1440
28734,0,1800
28734,2,630
28734,3,630
28736,1,1440
28736,0,1800
28736,2,630
28736,3,630
28738,1,1440
28738,0,1800
28738,2,630
28738,3,630
28741,1,720
28741,0,900
28741,2,315
28741,3,315
28743,1,720
28743,0,900
28743,2,315
28743,3,315
28745,1,1440
28745,0,1800
28745,2,630
28745,3,630
28747,1,720
28747,0,900
28747,2,315
28747,3,315
28749,1,1680
28749,0,2100
28749,2,735
28749,3,735
28751,1,720
28751,0,900
28751,2,315
28751,3,315
28753,1,1680
28753,0,2100
28753,2,735
28753,3,735
28755,1,1680
28755,0,2100
28755,2,735
28755,3,735
28757,1,2880
28757,0,3600
28757,2,1260
28757,3,1260
28759,1,2160
28759,0,2700
28759,2,945
28759,3,945
28771,1,3600
28771,0,4500
28771,2,1575
28771,3,1575
28773,1,2400
28773,0,3000
28773,2,1050
28773,3,1050
28775,1,1200
28775,0,1500
28775,2,525
28775,3,525
28777,1,720
28777,0,900
28777,2,315
28777,3,315
28779,1,720
28779,0,900
28779,2,315
28779,3,315
28781,1,2160
28781,0,2700
28781,2,945
28781,3,945
28783,1,720
28783,0,900
28783,2,315
28783,3,315
28785,1,720
28785,0,900
28785,2,315
28785,3,315
28787,1,1440
28787,0,1800
28787,2,630
28787,3,630
28789,1,720
28789,0,900
28789,2,315
28789,3,315
28845,1,2880000
28845,0,3600000
28845,2,420000
28845,3,420000
28847,1,2880000
28847,0,3600000
28847,2,420000
28847,3,420000
28849,1,2880000
28849,0,3600000
28849,2,420000
28849,3,420000
28851,1,2880000
28851,0,3600000
28851,2,420000
28851,3,420000
28889,1,720
28889,0,900
28889,2,315
28889,3,315
28891,1,1872
28891,0,2340
28891,2,819
28891,3,819
28893,1,720
28893,0,900
28893,2,315
28893,3,315
28895,1,720
28895,0,900
28895,2,315
28895,3,315
29000,1,240
29000,0,300
29000,2,105
29000,3,105
29002,1,240
29002,0,300
29002,2,105
29002,3,105
29004,1,240
29004,0,300
29004,2,105
29004,3,105
29006,1,240
29006,0,300
29006,2,105
29006,3,105
29008,1,240
29008,0,300
29008,2,105
29008,3,105
29010,1,240
29010,0,300
29010,2,105
29010,3,105
29012,1,240
29012,0,300
29012,2,105
29012,3,105
29014,1,240
29014,0,300
29014,2,105
29014,3,105
29016,1,240
29016,0,300
29016,2,105
29016,3,105
29040,1,1200
29040,0,1500
29040,2,420
29040,3,420
29042,1,600
29042,0,750
29042,2,420
29042,3,420
29044,1,600
29044,0,750
29044,2,420
29044,3,420
29046,1,600
29046,0,750
29046,2,420
29046,3,420
29048,1,600
29048,0,750
29048,2,420
29048,3,420
29050,1,600
29050,0,750
29050,2,420
29050,3,420
29052,1,1200
29052,0,1500
29052,2,420
29052,3,420
29054,1,600
29054,0,750
29054,2,420
29054,3,420
29056,1,600
29056,0,750
29056,2,420
29056,3,420
29058,1,600
29058,0,750
29058,2,420
29058,3,420
29060,1,1200
29060,0,1500
29060,2,420
29060,3,420
29062,1,600
29062,0,750
29062,2,420
29062,3,420
29064,1,600
29064,0,750
29064,2,420
29064,3,420
29066,1,600
29066,0,750
29066,2,420
29066,3,420
29068,1,600
29068,0,750
29068,2,420
29068,3,420
29070,1,600
29070,0,750
29070,2,420
29070,3,420
29072,1,600
29072,0,750
29072,2,420
29072,3,420
29074,1,600
29074,0,750
29074,2,420
29074,3,420
29076,1,600
29076,0,750
29076,2,420
29076,3,420
29078,1,600
29078,0,750
29078,2,420
29078,3,420
29080,1,1200
29080,0,1500
29080,2,420
29080,3,420
29082,1,600
29082,0,750
29082,2,420
29082,3,420
29084,1,600
29084,0,750
29084,2,420
29084,3,420
29086,1,600
29086,0,750
29086,2,420
29086,3,420
29088,1,600
29088,0,750
29088,2,420
29088,3,420
29090,1,600
29090,0,750
29090,2,420
29090,3,420
29092,1,600
29092,0,750
29092,2,420
29092,3,420
29094,1,600
29094,0,750
29094,2,420
29094,3,420
29096,1,600
29096,0,750
29096,2,420
29096,3,420
29098,1,600
29098,0,750
29098,2,420
29098,3,420
29100,1,600
29100,0,750
29100,2,420
29100,3,420
29102,1,600
29102,0,750
29102,2,420
29102,3,420
29104,1,600
29104,0,750
29104,2,420
29104,3,420
29106,1,600
29106,0,750
29106,2,420
29106,3,420
29108,1,600
29108,0,750
29108,2,420
29108,3,420
29110,1,600
29110,0,750
29110,2,420
29110,3,420
29204,1,240
29204,0,300
29204,2,105
29204,3,105
29227,1,384
29227,0,480
29227,2,105
29227,3,105
29249,1,4800
29249,4,63900
29249,0,6000
29249,2,2100
29249,3,2100
29267,1,4800
29267,0,6000
29267,2,2100
29267,3,2100
29329,1,4800
29329,0,6000
29329,2,2100
29329,3,2100
29331,1,4800
29331,0,6000
29331,2,2100
29331,3,2100
29333,1,4800
29333,0,6000
29333,2,2100
29333,3,2100
29335,1,4800
29335,0,6000
29335,2,2100
29335,3,2100
29338,1,9600
29338,0,12000
29338,2,4200
29338,3,4200
29339,1,9600
29339,0,12000
29339,2,4200
29339,3,4200
29341,1,9600
29341,0,12000
29341,2,4200
29341,3,4200
29345,1,9600
29345,0,12000
29345,2,4200
29345,3,4200
29985,1,192000
29985,0,300000
29985,2,84000
29985,3,84000
29987,1,192000
29987,0,300000
29987,2,84000
29987,3,84000
29989,1,192000
29989,0,300000
29989,2,84000
29989,3,84000
29991,1,192000
29991,0,300000
29991,2,84000
29991,3,84000
29993,1,480
29993,0,600
29993,2,105
29993,3,105
29995,1,480
29995,0,600
29995,2,105
29995,3,105
29997,1,480
29997,0,600
29997,2,105
29997,3,105
30003,1,480
30003,0,600
30003,2,105
30003,3,105
30009,1,480
30009,0,600
30009,2,105
30009,3,105
30014,1,240
30014,0,300
30014,2,105
30014,3,105
30029,1,480
30029,0,600
30029,2,210
30029,3,210
30037,1,480
30037,0,600
30037,2,210
30037,3,210
30039,1,480
30039,0,600
30039,2,210
30039,3,210
30041,1,480
30041,0,600
30041,2,210
30041,3,210
30043,1,480
30043,0,600
30043,2,210
30043,3,210
30047,1,480
30047,0,600
30047,2,210
30047,3,210
30049,1,480
30049,0,600
30049,2,210
30049,3,210
30051,1,480
30051,0,600
30051,2,210
30051,3,210
30053,1,480
30053,0,600
30053,2,210
30053,3,210
30057,1,480
30057,0,600
30057,2,210
30057,3,210
30059,1,480
30059,0,600
30059,2,210
30059,3,210
30061,1,480
30061,0,600
30061,2,210
30061,3,210
30063,1,480
30063,0,600
30063,2,210
30063,3,210
30067,1,480
30067,0,600
30067,2,210
30067,3,210
30069,1,480
30069,0,600
30069,2,210
30069,3,210
30071,1,480
30071,0,600
30071,2,210
30071,3,210
30073,1,480
30073,0,600
30073,2,210
30073,3,210
30077,1,480
30077,0,600
30077,2,210
30077,3,210
30079,1,480
30079,0,600
30079,2,210
30079,3,210
30081,1,480
30081,0,600
30081,2,210
30081,3,210
30083,1,480
30083,0,600
30083,2,210
30083,3,210
30087,1,480
30087,0,600
30087,2,210
30087,3,210
30089,1,480
30089,0,600
30089,2,210
30089,3,210
30091,1,480
30091,0,600
30091,2,210
30091,3,210
30093,1,480
30093,0,600
30093,2,210
30093,3,210
30097,1,480
30097,0,600
30097,2,210
30097,3,210
30099,1,480
30099,0,600
30099,2,210
30099,3,210
30101,1,480
30101,0,600
30101,2,210
30101,3,210
30103,1,480
30103,0,600
30103,2,210
30103,3,210
30107,1,480
30107,0,600
30107,2,210
30107,3,210
30109,1,480
30109,0,600
30109,2,210
30109,3,210
30111,1,480
30111,0,600
30111,2,210
30111,3,210
30113,1,480
30113,0,600
30113,2,210
30113,3,210
30140,1,480
30140,0,600
30140,2,210
30140,3,210
30142,1,480
30142,0,600
30142,2,210
30142,3,210
30144,1,480
30144,0,600
30144,2,210
30144,3,210
30146,1,480
30146,0,600
30146,2,210
30146,3,210
30150,1,480
30150,0,600
30150,2,210
30150,3,210
30152,1,480
30152,0,600
30152,2,210
30152,3,210
30154,1,480
30154,0,600
30154,2,210
30154,3,210
30156,1,480
30156,0,600
30156,2,210
30156,3,210
30160,1,480
30160,0,600
30160,2,210
30160,3,210
30162,1,480
30162,0,600
30162,2,210
30162,3,210
30164,1,480
30164,0,600
30164,2,210
30164,3,210
30166,1,480
30166,0,600
30166,2,210
30166,3,210
30170,1,480
30170,0,600
30170,2,210
30170,3,210
30172,1,480
30172,0,600
30172,2,210
30172,3,210
30174,1,480
30174,0,600
30174,2,210
30174,3,210
30176,1,480
30176,0,600
30176,2,210
30176,3,210
30187,4,3600
30227,1,480
30227,0,600
30227,2,210
30227,3,210
30228,1,480
30228,0,600
30228,2,210
30228,3,210
30229,1,480
30229,0,600
30229,2,210
30229,3,210
30230,1,480
30230,0,600
30230,2,210
30230,3,210
30232,1,480
30232,0,600
30232,2,210
30232,3,210
30233,1,480
30233,0,600
30233,2,210
30233,3,210
30234,1,480
30234,0,600
30234,2,210
30234,3,210
30235,1,480
30235,0,600
30235,2,210
30235,3,210
30237,1,480
30237,0,600
30237,2,210
30237,3,210
30238,1,480
30238,0,600
30238,2,210
30238,3,210
30239,1,480
30239,0,600
30239,2,210
30239,3,210
30240,1,480
30240,0,600
30240,2,210
30240,3,210
30242,1,480
30242,0,600
30242,2,210
30242,3,210
30243,1,480
30243,0,600
30243,2,210
30243,3,210
30244,1,480
30244,0,600
30244,2,210
30244,3,210
30245,1,480
30245,0,600
30245,2,210
30245,3,210
30329,1,240
30329,0,300
30329,2,105
30329,3,105
30343,1,240
30343,0,300
30343,2,105
30343,3,105
30387,1,57600
30387,0,72000
30387,2,105
30387,3,105
30392,1,480
30392,0,600
30392,2,210
30392,3,210
30393,1,480
30393,0,600
30393,2,210
30393,3,210
30394,1,480
30394,0,600
30394,2,210
30394,3,210
30395,1,480
30395,0,600
30395,2,210
30395,3,210
30397,1,480
30397,0,600
30397,2,210
30397,3,210
30398,1,480
30398,0,600
30398,2,210
30398,3,210
30399,1,480
30399,0,600
30399,2,210
30399,3,210
30400,1,480
30400,0,600
30400,2,210
30400,3,210
30402,1,480
30402,0,600
30402,2,210
30402,3,210
30403,1,480
30403,0,600
30403,2,210
30403,3,210
30404,1,480
30404,0,600
30404,2,210
30404,3,210
30405,1,480
30405,0,600
30405,2,210
30405,3,210
30407,1,480
30407,0,600
30407,2,210
30407,3,210
30408,1,480
30408,0,600
30408,2,210
30408,3,210
