typeID,name
23766,Ader's Keycard
23773,Ragnarok
23783,'Abatis' 100mm Steel Plates
23785,'Bailey' 1600mm Steel Plates
23787,'Chainmail' 200mm Steel Plates
23789,'Bastion' 400mm Steel Plates
23791,'Citadella' 100mm Steel Plates
23793,'Barbican' 800mm Steel Plates
23795,'Gorget' Small Armor Repairer I
23797,'Greaves' Medium Armor Repairer I
23799,'Hauberk' Large Armor Repairer I
23801,'Crucible' Small Cap Battery
23803,'Censer' Medium Cap Battery
23805,'Thurifer' Large Cap Battery
23807,'Saddle' Small Capacitor Booster I
23809,'Harness' Medium Capacitor Booster I
23811,'Plough' Heavy Capacitor Booster I
23813,'Palisade' Cap Recharger I
23815,Small 'Caltrop' Energy Neutralizer
23817,Medium 'Ditch' Energy Neutralizer
23819,Heavy 'Moat' Energy Neutralizer
23821,Small 'Upir' Energy Nosferatu
23824,Medium 'Strigoi' Energy Nosferatu
23829,Heavy 'Vrykolakas' Energy Nosferatu
23834,'Mace' Dual Light Beam Laser I
23836,'Longbow' Small Focused Pulse Laser I
23838,'Gauntlet' Small Focused Beam Laser I
23840,'Crossbow' Focused Medium Beam Laser I
23842,'Joust' Heavy Pulse Laser I
23844,'Arquebus' Heavy Beam Laser I
23846,'Halberd' Mega Pulse Laser I
23848,'Catapult' Mega Beam Laser I
23850,'Ballista' Tachyon Beam Laser I
23852,'Squire' Small Remote Capacitor Transmitter
23854,'Knight' Medium Remote Capacitor Transmitter
23856,'Chivalry' Large Remote Capacitor Transmitter
23863,Nidupadian Yorak Eggs
23864,'Pike' Small EMP Smartbomb I
23866,'Lance' Medium EMP Smartbomb I
23868,'Warhammer' Large EMP Smartbomb I
23871,Keron's Head
23874,Lord Methros' Encrypted Data Burst
23876,Lord Arachnan's Encrypted Data Burst
23877,Encoded Data Transmission
23878,Blood Raider Commander's Medalion
23880,Identity Data Chip
23882,Standard Decoding Device
23883,Methros Enhanced Decoding Device
23890,Inter-Galactic Media Report - The Audesder Incident (1 of 3)
23891,Inter-Galactic Media Report - The Audesder Incident (2 of 3)
23892,Inter-Galactic Media Report - The Audesder Incident (3 of 3)
23893,Enigma Cypher Book
23894,'Page' Capacitor Flux Coil I
23896,'Motte' Capacitor Power Relay I
23898,'Portcullis' Reactor Control Unit I
23902,'Trebuchet' Heat Sink I
23907,Shiny Sentry Key
23909,Komni History (1 of 2)
23911,Thanatos
23913,Nyx
23915,Chimera
23917,Wyvern
23919,Aeon
23925,Blood Fund
23926,Plague Spores
23929,Truthteller
23930,Foreman's Head
23931,House Methros Coat of Arms
23932,Blood Reel
23933,Dynasty Ring
23934,Edict of Ancestry
23935,Aradim Arachnan's Head
23936,Ancestral Armor
23937,Perpetual Chamber Warden
23945,Komni History (2 of 2)
23948,Native Freshfood Special
23950,Command Ships
23953,Jump Portal Generator I
23961,Serpentis Sentry Station Gate Crystal
24030,R.S. Officer's Passcard
24031,R.S. Officer's Alpha Passcard
24123,Elite Laser Pistols
24238,Blood Raider Scientist
24241,Light Drone Operation
24242,Infomorph Psychology
24244,The Apocryphon
24246,Bug-Ridden Corpse
24247,Antiseptic Biomass
24248,Noble Remains
24249,Generator Debris
24250,Archpriest Hakram's Head
24251,Pilgrims
24253,Dead Pilgrim
24254,Saintly Shroud
24255,Arc of Revelation
24263,Anema Bluechip
24264,Bastion Master Key
24268,Supply Chain Management
24270,Scientific Networking
24276,Amolah Kesti's Data Fragment I
24277,Amolah Kesti's Data Fragment II
24278,Amolah Kesti's Data Fragment III
24283,Fighter Support Unit I
24285,Corpum Commander Medallion
24287,Zach's Note
24288,E.F.A. ID Card
24289,Encoding Matrix Component
24300,Yamia Mida's Remains
24304,Excavation Note
24305,Modulated Deep Core Strip Miner II
24308,Smuggler Knot Lock
24311,Amarr Carrier
24312,Caldari Carrier
24313,Gallente Carrier
24314,Minmatar Carrier
24315,Thyram Arachnan's Dossier
24316,Lord Arachnan's Medal
24317,House Arachnan Legal Documents
24342,Lord Arachnan
24348,Small Tractor Beam I
24352,Passkey to Yan Jung Relic Site
24353,Gargoyle Passkey
24354,Threaded Waypoint Map
24355,Yan Jung Micro Processor
24357,Robikar's Recommendation
24395,Drone Navigation Computer I
24417,Drone Navigation Computer II
24427,Drone Link Augmentor II
24438,Omnidirectional Tracking Link II
24441,Civilians
24443,Shield Boost Amplifier II
24445,Giant Freight Container
24446,Dorga Roes
24462,Key of the Arcane
24465,Runic Inscription
24466,Museum Arcana Guest Pass
24471,Scourge Rage Rocket
24473,Nova Rage Rocket
24475,Inferno Rage Rocket
24477,Scourge Javelin Rocket
24478,Nova Javelin Rocket
24479,Inferno Javelin Rocket
24482,Key to the Labyrinth
24483,Nidhoggur
24486,Inferno Rage Heavy Assault Missile
24488,Nova Rage Heavy Assault Missile
24490,Mjolnir Rage Heavy Assault Missile
24492,Scourge Javelin Heavy Assault Missile
24493,Mjolnir Javelin Heavy Assault Missile
24494,Inferno Javelin Heavy Assault Missile
24495,Scourge Fury Light Missile
24497,Nova Fury Light Missile
24499,Inferno Fury Light Missile
24501,Scourge Precision Light Missile
24503,Nova Precision Light Missile
24505,Mjolnir Precision Light Missile
24507,Nova Fury Heavy Missile
24509,Mjolnir Fury Heavy Missile
24511,Inferno Fury Heavy Missile
24513,Scourge Precision Heavy Missile
24515,Inferno Precision Heavy Missile
24517,Mjolnir Precision Heavy Missile
24519,Nova Rage Torpedo
24521,Scourge Rage Torpedo
24523,Mjolnir Rage Torpedo
24525,Inferno Javelin Torpedo
24527,Mjolnir Javelin Torpedo
24529,Scourge Javelin Torpedo
24531,Nova Fury Cruise Missile
24533,Scourge Fury Cruise Missile
24535,Mjolnir Fury Cruise Missile
24537,Nova Precision Cruise Missile
24539,Mjolnir Precision Cruise Missile
24541,Scourge Precision Cruise Missile
24545,Capital Jump Bridge Array
24547,Capital Clone Vat Bay
24550,'Judgment' Electromagnetic Doomsday
24552,'Oblivion' Kinetic Doomsday
24554,'Aurora Ominae' Thermal Doomsday
24556,Capital Doomsday Weapon Mount
24558,Capital Ship Maintenance Bay
24560,Capital Corporate Hangar Bay
24562,Jump Portal Generation
24563,Doomsday Operation
24564,Chanounian Wine
24567,Experimental Laboratory
24568,Capital Remote Armor Repair Systems
24569,Capital Remote Armor Repairer I
24571,Capital Shield Emission Systems
24572,Capital Capacitor Emission Systems
24574,Small Ship Assembly Array
24575,Supercapital Ship Assembly Array
24576,Imperial Navy Gate Permit
24580,Ritual Texts
24581,Holy Statue
24592,Amarr Empire Starbase Charter
24593,Caldari State Starbase Charter
24594,Gallente Federation Starbase Charter
24595,Minmatar Republic Starbase Charter
24596,Khanid Kingdom Starbase Charter
24597,Ammatar Mandate Starbase Charter
24606,Cloning Facility Operation
24613,Fighter Hangar Management
24624,Advanced Laboratory Operation
24625,Advanced Mass Production
24632,Zainou 'Deadeye' Guided Missile Precision GP-803
24636,Zainou 'Deadeye' Missile Bombardment MB-705
24637,Zainou 'Deadeye' Missile Projection MP-705
24638,Zainou 'Deadeye' Rapid Launch RL-1005
24639,Zainou 'Deadeye' Target Navigation Prediction TN-905
24640,Zainou 'Deadeye' Guided Missile Precision GP-805
24641,Zainou 'Gnome' Launcher CPU Efficiency LE-603
24642,Zainou 'Gnome' Launcher CPU Efficiency LE-605
24644,Capital Tractor Beam I
24646,X-Large Ship Maintenance Array
24653,Advanced Small Ship Assembly Array
24654,Medium Ship Assembly Array
24655,Advanced Medium Ship Assembly Array
24656,Capital Ship Assembly Array
24657,Advanced Large Ship Assembly Array
24658,Ammunition Assembly Array
24659,Drone Assembly Array
24660,Component Assembly Array
24663,Zor's Custom Navigation Hyper-Link
24669,Shaqil's Speed Enhancer
24684,Biochemical Reactor Array
24688,Rokh
24690,Hyperion
24692,Abaddon
24694,Maelstrom
24696,Harbinger
24698,Drake
24700,Myrmidon
24702,Hurricane
24707,Caldari Graduation Certificate
24708,Caldari Graduation Certificate (signed)
24714,Important Surveillance Data
24715,Severed Head
24717,Havatiah's Ship Database
24719,Gallente Graduation Certificate
24720,Gallente Graduation Certificate (signed)
24722,Kelmiler's Transaction Documents 18992 D
24725,Crash Ultra
24726,FedMart Reports
24727,Mamo's Message
24728,Eilard's Corpse
24729,Govarde Alourtine
24730,Avrue's Token
24731,Khanid Marine
24733,Choonka's Coordinates
24734,Secret Documents
24735,Amarr Graduation Certificate
24736,Amarr Graduation Certificate (signed)
24744,Minmatar Graduation Certificate
24745,Minmatar Graduation Certificate (signed)
24752,Angel Cartel Pilot
24755,Logut Akell
24756,Stolen Documents
24760,Dari Akell
24762,Logut's Keycard
24763,Encryption Code Book
24764,Fleet Command
24766,Ship's Crew
25233,Corporation Contracting
25235,Contracting
25237,Pure Standard Blue Pill Booster
25241,Pure Improved Blue Pill Booster
25242,Pure Standard Crash Booster
25252,Pure Standard Frentix Booster
25266,Gas Cloud Harvester I
25268,Amber Cytoserocin
25270,Biochemical Silo
25271,Catalyst Silo
25273,Golden Cytoserocin
25274,Viridian Cytoserocin
25275,Celadon Cytoserocin
25276,Malachite Cytoserocin
25277,Lime Cytoserocin
25278,Vermillion Cytoserocin
25279,Azure Cytoserocin
25280,Hazardous Chemical Silo
25281,The Red Card
25283,Pure Strong Blue Pill Booster
25304,Pith Guristas Spa-Card
25305,Drug Lab
25330,Pure Standard Drop Booster
25331,Pure Standard Exile Booster
25332,Pure Standard Mindflood Booster
25333,Pure Standard X-Instinct Booster
25334,Pure Standard Sooth Sayer Booster
25335,Pure Improved Crash Booster
25336,Pure Improved Drop Booster
25337,Pure Improved Exile Booster
25338,Pure Improved Mindflood Booster
25339,Pure Improved Frentix Booster
25340,Pure Improved X-Instinct Booster
25341,Pure Improved Sooth Sayer Booster
25342,Pure Strong Crash Booster
25343,Pure Strong Drop Booster
25344,Pure Strong Exile Booster
25345,Pure Strong Mindflood Booster
25346,Pure Strong Frentix Booster
25347,Pure Strong X-Instinct Booster
25348,Pure Strong Sooth Sayer Booster
25349,Strong Exile Booster
25352,Black Jack's Underling
25353,Serpentis Shipyard Cipher
25364,Black Jack's DNA
25367,Kois Entry Passcard
25369,Airkio Yanjulen's Corpse
25373,Militants
25378,Drone Modified Passcard
25382,Guristas War Plans
25383,Otsalen Mano's Corpse
25386,Prison Area Pass
25387,Guristas Armory Codes
25390,Tantima Areki
25391,Hakiro's Scanner Data
25393,Imperial Navy Gate Permit Container
25394,Gue Mouey's Message
25398,Tikui's Message
25401,Expeditionary Data
25408,Akkeshu Karuan's DNA
25467,Caldari Corpse
25514,Kakala's Voucher
25515,Nuomo's Voucher
25516,Erakki's Voucher
25517,Oduma's Voucher
25522,Nuomo's Scanner Data
25530,Neurotoxin Recovery
25538,Neurotoxin Control
25540,'Crop' Gas Cloud Harvester
25542,'Plow' Gas Cloud Harvester
25544,Gas Cloud Harvesting
25545,Eifyr and Co. 'Alchemist' Neurotoxin Control NC-903
25546,Eifyr and Co. 'Alchemist' Neurotoxin Control NC-905
25547,Eifyr and Co. 'Alchemist' Neurotoxin Recovery NR-1003
25548,Eifyr and Co. 'Alchemist' Neurotoxin Recovery NR-1005
25550,Freebooter's Key Alpha
25551,Blood Raider Shipyard Keycard
25553,Cryptic Data Interface
25554,Occult Data Interface
25555,Esoteric Data Interface
25556,Incognito Data Interface
25561,Signal Distortion Amplifier I
25563,Signal Distortion Amplifier II
25565,'Hypnos' Signal Distortion Amplifier I
25567,Compulsive Signal Distortion Amplifier I
25569,Induced Signal Distortion Amplifier I
25571,Initiated Signal Distortion Amplifier I
25575,Damaged Cloaking Device
25577,Freebooter's Key Beta
25579,Freebooter's Key Gamma
25588,Scorched Telemetry Processor
25589,Malfunctioning Shield Emitter
25590,Contaminated Nanite Compound
25591,Contaminated Lorentz Fluid
25592,Defective Current Pump
25593,Smashed Trigger Unit
25594,Tangled Power Conduit
25595,Alloyed Tritanium Bar
25596,Broken Drone Transceiver
25597,Damaged Artificial Neural Network
25598,Tripped Power Circuit
25599,Charred Micro Circuit
25600,Burned Logic Circuit
25601,Fried Interface Circuit
25602,Thruster Console
25603,Melted Capacitor Console
25604,Conductive Polymer
25605,Armor Plates
25606,Ward Console
25607,Telemetry Processor
25608,Intact Shield Emitter
25609,Nanite Compound
25610,Lorentz Fluid
25611,Current Pump
25612,Trigger Unit
25613,Power Conduit
25614,Single-crystal Superalloy I-beam
25615,Drone Transceiver
25616,Artificial Neural Network
25617,Power Circuit
25618,Micro Circuit
25619,Logic Circuit
25620,Interface Circuit
25621,Impetus Console
25622,Capacitor Console
25623,Conductive Thermoplastic
25624,Intact Armor Plates
25625,Enhanced Ward Console
25707,Prototype 'Arbalest' Heavy Assault Missile Launcher I
25709,Upgraded 'Malkuth' Heavy Assault Missile Launcher I
25711,Limited 'Limos' Heavy Assault Missile Launcher I
25713,Experimental XT-2800 Heavy Assault Missile Launcher I
25715,Heavy Assault Missile Launcher II
25718,Heavy Assault Missile Specialization
25719,Heavy Assault Missiles
25736,Large Anti-EM Pump I
25739,Astrometric Rangefinding
25810,Astrometric Pinpointing
25811,Astrometric Acquisition
25812,Gas Cloud Harvester II
25821,General Storage
25844,Head in a Jar
25847,A Really REALLY Clueless Tourist
25850,Dalitat Dakpor's Clone
25851,Occult Ship Data Interface
25853,Esoteric Ship Data Interface
25855,Incognito Ship Data Interface
25857,Cryptic Ship Data Interface
25861,Salvager I
25863,Salvaging
25864,Rakogh Officer Gate Key
25867,Pashan's Turret Handling Mindlink
25868,Pashan's Turret Customization Mindlink
25869,Harlots
25875,Minmatar Reporter
25878,Ovon Flac's Documents
25879,Ovon Flac's Container
25885,Scientist
25887,Datacore - Caldari Starship Engineering
25888,Large Anti-Explosive Pump I
25890,Large Anti-Kinetic Pump I
25892,Large Anti-Thermal Pump I
25894,Large Trimark Armor Pump I
25896,Large Auxiliary Nano Pump I
25898,Large Nanobot Accelerator I
25900,Large Remote Repair Augmentor I
25902,Large Salvage Tackle I
25906,Large Core Defense Capacitor Safeguard I
25908,Large Drone Control Range Augmentor I
25910,Large Drone Repair Augmentor I
25912,Large Drone Scope Chip I
25914,Large Drone Speed Augmentor I
25916,Large Drone Durability Enhancer I
25918,Large Drone Mining Augmentor I
25920,Large Sentry Damage Augmentor I
25924,Large Stasis Drone Augmentor I
25928,Large Signal Disruption Amplifier I
25930,Large Emission Scope Sharpener I
25932,Large Memetic Algorithm Bank I
25934,Large Liquid Cooled Electronics I
25936,Large Gravity Capacitor Upgrade I
25948,Large Capacitor Control Circuit I
25950,Large Egress Port Maximizer I
25952,Large Powergrid Subroutine Maximizer I
25954,Large Semiconductor Memory Cell I
25956,Large Ancillary Current Router I
25968,Large Energy Discharge Elutriation I
25970,Large Energy Ambit Extension I
25972,Large Energy Locus Coordinator I
25974,Large Energy Metastasis Adjuster I
25976,Large Algid Energy Administrations Unit I
25978,Large Energy Burst Aerator I
25980,Large Energy Collision Accelerator I
25988,Mining Equipment
25989,Minecore Harvester
25996,Large Hybrid Discharge Elutriation I
25998,Large Hybrid Ambit Extension I
26000,Large Hybrid Locus Coordinator I
26002,Large Hybrid Metastasis Adjuster I
26004,Large Algid Hybrid Administrations Unit I
26006,Large Hybrid Burst Aerator I
26008,Large Hybrid Collision Accelerator I
26016,Large Hydraulic Bay Thrusters I
26020,Large Warhead Rigor Catalyst I
26022,Large Rocket Fuel Cache Partition I
26026,Large Bay Loading Accelerator I
26028,Large Warhead Flare Catalyst I
26030,Large Warhead Calefaction Catalyst I
26038,Large Projectile Ambit Extension I
26040,Large Projectile Locus Coordinator I
26042,Large Projectile Metastasis Adjuster I
26046,Large Projectile Burst Aerator I
26048,Large Projectile Collision Accelerator I
26056,Large Dynamic Fuel Valve I
26058,Large Low Friction Nozzle Joints I
26060,Large Auxiliary Thrusters I
26062,Large Engine Thermal Shielding I
26066,Large Warp Core Optimizer I
26068,Large Hyperspatial Velocity Optimizer I
26070,Large Polycarbon Engine Housing I
26072,Large Cargohold Optimization I
26076,Large Anti-EM Screen Reinforcer I
26078,Large Anti-Explosive Screen Reinforcer I
26080,Large Anti-Kinetic Screen Reinforcer I
26082,Large Anti-Thermal Screen Reinforcer I
26084,Large Core Defense Field Purger I
26086,Large Core Defense Operational Solidifier I
26088,Large Core Defense Field Extender I
26090,Large Core Defense Charge Economizer I
26096,Large Targeting Systems Stabilizer I
26100,Large Targeting System Subcontroller I
26102,Large Ionic Field Projector I
26104,Large Signal Focusing Kit I
26106,Large Particle Dispersion Augmentor I
26108,Large Particle Dispersion Projector I
26110,Large Inverted Signal Field Projector I
26112,Large Tracking Diagnostic Subroutines I
26115,Informant
26120,Abufyr Joek's Head
26122,Pillaging 101
26123,The Little Pirate That Could
26124,17 Successful Torture Techniques
26125,Test Bong
26126,Flower Power Powder
26127,Angel Cartel Dust
26129,Cold Turkey
26131,Booster Pack
26132,Purple Haze
26138,Research Tower Key
26140,Rogue Harvester
26167,Okelle's Encryption-Protected Hard Drive
26216,Packaging Center Passkey
26224,Drug Manufacturing
26225,Jamiella Ortar
26228,Think Tank Security Pad
26241,VIP Pass
26245,Coded Research Zone Key
26252,Jury Rigging
26253,Armor Rigging
26254,Astronautics Rigging
26255,Drones Rigging
26256,Electronic Superiority Rigging
26257,Projectile Weapon Rigging
26258,Energy Weapon Rigging
26259,Hybrid Weapon Rigging
26260,Launcher Rigging
26261,Shield Rigging
26266,Lazron Kamon
26270,Federal Star of Justice
26271,Torin Tacs
26278,Privileged Guest Pass
26283,Master Key
26286,Large Anti-EM Pump II
26288,Large Anti-Explosive Pump II
26290,Large Anti-Kinetic Pump II
26292,Large Anti-Thermal Pump II
26294,Large Auxiliary Nano Pump II
26296,Large Nanobot Accelerator II
26298,Large Remote Repair Augmentor II
26300,Large Salvage Tackle II
26302,Large Trimark Armor Pump II
26304,Large Cargohold Optimization II
26306,Large Dynamic Fuel Valve II
26308,Large Engine Thermal Shielding II
26310,Large Low Friction Nozzle Joints II
26312,Large Polycarbon Engine Housing II
26318,Large Auxiliary Thrusters II
26320,Large Warp Core Optimizer II
26322,Large Hyperspatial Velocity Optimizer II
26324,Large Drone Control Range Augmentor II
26326,Large Drone Durability Enhancer II
26328,Large Drone Mining Augmentor II
26330,Large Drone Repair Augmentor II
26332,Large Drone Scope Chip II
26334,Large Drone Speed Augmentor II
26338,Large Sentry Damage Augmentor II
26340,Large Stasis Drone Augmentor II
26342,Large Emission Scope Sharpener II
26344,Large Signal Disruption Amplifier II
26346,Large Memetic Algorithm Bank II
26348,Large Liquid Cooled Electronics II
26350,Large Gravity Capacitor Upgrade II
26352,Large Particle Dispersion Augmentor II
26354,Large Inverted Signal Field Projector II
26356,Large Tracking Diagnostic Subroutines II
26358,Large Ionic Field Projector II
26360,Large Particle Dispersion Projector II
26362,Large Signal Focusing Kit II
26364,Large Targeting System Subcontroller II
26366,Large Targeting Systems Stabilizer II
26368,Large Egress Port Maximizer II
26370,Large Ancillary Current Router II
26372,Large Powergrid Subroutine Maximizer II
26374,Large Capacitor Control Circuit II
26376,Large Semiconductor Memory Cell II
26378,Large Energy Discharge Elutriation II
26380,Large Energy Burst Aerator II
26382,Large Energy Collision Accelerator II
26384,Large Algid Energy Administrations Unit II
26386,Large Energy Ambit Extension II
26388,Large Energy Locus Coordinator II
26390,Large Energy Metastasis Adjuster II
26392,Large Hybrid Discharge Elutriation II
26394,Large Hybrid Burst Aerator II
26396,Large Hybrid Collision Accelerator II
26398,Large Algid Hybrid Administrations Unit II
26400,Large Hybrid Ambit Extension II
26402,Large Hybrid Locus Coordinator II
26404,Large Hybrid Metastasis Adjuster II
26406,Large Bay Loading Accelerator II
26412,Large Warhead Flare Catalyst II
26414,Large Warhead Rigor Catalyst II
26416,Large Hydraulic Bay Thrusters II
26418,Large Rocket Fuel Cache Partition II
26420,Large Warhead Calefaction Catalyst II
26424,Large Projectile Collision Accelerator II
26428,Large Projectile Ambit Extension II
26430,Large Projectile Burst Aerator II
26432,Large Projectile Locus Coordinator II
26434,Large Projectile Metastasis Adjuster II
26436,Large Anti-EM Screen Reinforcer II
26438,Large Anti-Explosive Screen Reinforcer II
26440,Large Anti-Kinetic Screen Reinforcer II
26442,Large Anti-Thermal Screen Reinforcer II
26444,Large Core Defense Capacitor Safeguard II
26446,Large Core Defense Charge Economizer II
26448,Large Core Defense Field Extender II
26450,Large Core Defense Field Purger II
26452,Large Core Defense Operational Solidifier II
26455,Administrative Key
26458,"Me, Myself and Plunder"
26459,Navigation for Dummies
26460,Cartography: The Art of Treasure Map Making
26461,Seasoned Dandruff
26462,Sweet Leaves
26463,Free Sample
26464,Speedometer
26465,Divine Opium
26466,Swirling Color-cards
26597,Cryptic Tuner Data Interface
26599,Esoteric Tuner Data Interface
26601,Incognito Tuner Data Interface
26603,Occult Tuner Data Interface
26696,Sidura Meisana
26707,Hidden Data Sheets
26708,Port Rolette Residents
26710,Prototype Nuclear Small Arms
26773,Regiment of Marines
26774,Crates of Long-limb Roes
26775,Group of Janitors
26776,Barrels of Soil
26777,Barrels Of Viral Agent
26778,Crates of Holoreels
26779,Crates of Electronic Parts
26780,Crates of Crystal Eggs
26781,Crates of Transmitters
26782,Barrels of Fertilizer
26783,Group of Homeless
26784,Heap-Load of Garbage
26785,Crates of Frozen Plant Seeds
26786,Crates of Spirits
26787,Crates of Rocket Fuel
26788,Gang of Miners
26789,Cache of Pistols
26790,Crates of Tobacco
26791,Crates of Construction Blocks
26792,Barrels of Water
26840,Raven State Issue
26842,Tempest Tribal Issue
26888,Mobile Large Warp Disruptor II
26890,Mobile Medium Warp Disruptor II
26892,Mobile Small Warp Disruptor II
26901,Breeder Slave
26902,Fedo
26903,Military Intelligence Report
26904,Secure Coded Package
26905,Slave Ownership Record
26906,Slave Manifests
26907,Starkmanir Slave
26908,Valkears
26912,Small Remote Armor Repairer II
26913,Medium Remote Armor Repairer II
26914,Large Remote Armor Repairer II
26929,Small Processor Overclocking Unit I
26931,Small Processor Overclocking Unit II
26974,Antiviral Drugs
26998,Hejilmar the Slave
27038,Clay Pigeon
27064,Capital Auxiliary Nano Pump I
27066,Capital Nanobot Accelerator II
27068,Small Remote Repair Augmentor I
27070,Inherent Implants 'Noble' Repair Systems RS-601
27071,Inherent Implants 'Noble' Remote Armor Repair Systems RA-701
27072,Inherent Implants 'Noble' Mechanic MC-801
27073,Inherent Implants 'Noble' Repair Proficiency RP-901
27074,Inherent Implants 'Noble' Hull Upgrades HG-1001
27075,Eifyr and Co. 'Gunslinger' Motion Prediction MR-701
27076,Zainou 'Deadeye' Sharpshooter ST-901
27077,Inherent Implants 'Lancer' Gunnery RF-901
27078,Zainou 'Deadeye' Trajectory Analysis TA-701
27079,Inherent Implants 'Lancer' Controlled Bursts CB-701
27080,Zainou 'Gnome' Weapon Upgrades WU-1001
27081,Eifyr and Co. 'Gunslinger' Surgical Strike SS-901
27082,Inherent Implants 'Lancer' Small Energy Turret SE-601
27083,Zainou 'Deadeye' Small Hybrid Turret SH-601
27084,Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-601
27085,Inherent Implants 'Lancer' Medium Energy Turret ME-801
27086,Zainou 'Deadeye' Medium Hybrid Turret MH-801
27087,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-801
27088,Inherent Implants 'Lancer' Large Energy Turret LE-1001
27089,Zainou 'Deadeye' Large Hybrid Turret LH-1001
27090,Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1001
27091,Zainou 'Gnome' Launcher CPU Efficiency LE-601
27092,Zainou 'Deadeye' Missile Bombardment MB-701
27093,Zainou 'Deadeye' Missile Projection MP-701
27094,Zainou 'Deadeye' Guided Missile Precision GP-801
27095,Zainou 'Deadeye' Target Navigation Prediction TN-901
27096,Zainou 'Deadeye' Rapid Launch RL-1001
27097,Eifyr and Co. 'Rogue' Navigation NN-601
27098,Eifyr and Co. 'Rogue' Fuel Conservation FC-801
27099,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-701
27100,Eifyr and Co. 'Rogue' High Speed Maneuvering HS-901
27101,Eifyr and Co. 'Rogue' Acceleration Control AC-601
27102,Inherent Implants 'Highwall' Mining MX-1001
27103,Inherent Implants 'Yeti' Ice Harvesting IH-1001
27104,Zainou 'Gnome' Shield Upgrades SU-601
27105,Zainou 'Gnome' Shield Management SM-701
27106,Zainou 'Gnome' Shield Emission Systems SE-801
27107,Zainou 'Gnome' Shield Operation SP-901
27108,Zainou 'Snapshot' Light Missiles LM-903
27109,Zainou 'Snapshot' Heavy Assault Missiles AM-703
27110,Eifyr and Co. 'Rogue' Afterburner AB-610
27111,Eifyr and Co. 'Rogue' Afterburner AB-602
27112,Eifyr and Co. 'Rogue' Warp Drive Operation WD-610
27113,Eifyr and Co. 'Rogue' Warp Drive Operation WD-602
27114,Eifyr and Co. 'Rogue' Warp Drive Speed WS-615
27115,Eifyr and Co. 'Rogue' Warp Drive Speed WS-605
27116,Inherent Implants 'Squire' Capacitor Management EM-805
27117,Inherent Implants 'Squire' Capacitor Management EM-801
27118,Inherent Implants 'Squire' Capacitor Systems Operation EO-605
27119,Inherent Implants 'Squire' Capacitor Systems Operation EO-601
27120,Inherent Implants 'Squire' Capacitor Emission Systems ES-701
27121,Inherent Implants 'Squire' Capacitor Emission Systems ES-705
27122,Inherent Implants 'Squire' Energy Pulse Weapons EP-705
27123,Inherent Implants 'Squire' Energy Pulse Weapons EP-701
27124,Inherent Implants 'Squire' Energy Grid Upgrades EU-705
27125,Inherent Implants 'Squire' Energy Grid Upgrades EU-701
27126,Inherent Implants 'Squire' Power Grid Management EG-605
27127,Inherent Implants 'Squire' Power Grid Management EG-601
27128,Zainou 'Gypsy' Electronics Upgrades EU-605
27129,Zainou 'Gypsy' Electronics Upgrades EU-601
27130,Zainou 'Gypsy' Signature Analysis SA-705
27131,Zainou 'Gypsy' Signature Analysis SA-701
27142,Zainou 'Gypsy' CPU Management EE-605
27143,Zainou 'Gypsy' CPU Management EE-601
27147,Eifyr and Co. 'Alchemist' Biology BY-805
27148,Eifyr and Co. 'Alchemist' Biology BY-810
27149,Inherent Implants 'Highwall' Mining Upgrades MU-1003
27150,Inherent Implants 'Highwall' Mining Upgrades MU-1005
27151,Inherent Implants 'Highwall' Mining Upgrades MU-1001
27167,Zainou 'Beancounter' Industry BX-802
27169,Zainou 'Beancounter' Reprocessing RX-802
27170,Zainou 'Beancounter' Industry BX-801
27171,Zainou 'Beancounter' Industry BX-804
27174,Zainou 'Beancounter' Reprocessing RX-804
27175,Zainou 'Beancounter' Reprocessing RX-801
27176,Zainou 'Beancounter' Metallurgy MY-703
27177,Zainou 'Beancounter' Research RR-603
27178,Zainou 'Beancounter' Science SC-803
27179,Zainou 'Beancounter' Research RR-605
27180,Zainou 'Beancounter' Research RR-601
27181,Zainou 'Beancounter' Metallurgy MY-705
27182,Zainou 'Beancounter' Metallurgy MY-701
27184,Zainou 'Beancounter' Science SC-805
27185,Zainou 'Beancounter' Science SC-801
27186,Poteque 'Prospector' Astrometric Pinpointing AP-606
27187,Poteque 'Prospector' Astrometric Acquisition AQ-706
27188,Poteque 'Prospector' Astrometric Rangefinding AR-806
27190,Poteque 'Prospector' Astrometric Pinpointing AP-610
27191,Poteque 'Prospector' Astrometric Pinpointing AP-602
27192,Poteque 'Prospector' Astrometric Acquisition AQ-710
27193,Poteque 'Prospector' Astrometric Acquisition AQ-702
27194,Poteque 'Prospector' Astrometric Rangefinding AR-810
27195,Poteque 'Prospector' Astrometric Rangefinding AR-802
27196,Poteque 'Prospector' Archaeology AC-905
27197,Poteque 'Prospector' Hacking HC-905
27198,Poteque 'Prospector' Salvaging SV-905
27203,Production Assistant
27204,Hardwiring - Zainou 'Sharpshooter' ZMX100
27205,Hardwiring - Zainou 'Sharpshooter' ZMX1000
27206,Hardwiring - Zainou 'Sharpshooter' ZMX10
